SecuritiesCode,EffectiveDate,Name,Section/Products,NewMarketSegment,33SectorCode,33SectorName,17SectorCode,17SectorName,NewIndexSeriesSizeCode,NewIndexSeriesSize,TradeDate,Close,IssuedShares,MarketCapitalization,Universe0
1343,20211230,NEXT FUNDS REIT INDEX ETF,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,2223.5,197913630.0,440060956305.0,False
1345,20211230,Listed Index Fund J-REIT (Tokyo Stock Exchange REIT Index),ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,2096.5,105713155.0,221627629457.5,False
1346,20211230,MAXIS NIKKEI225 ETF,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,29910.0,64756054.0,1936853575140.0,False
1348,20211230,MAXIS TOPIX ETF,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,2073.5,1185037415.0,2457175080002.5,False
1349,20211230,ABF PAN ASIA BOND INDEX FUND,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,13795.0,30674204.0,423150644180.0,False
1352,20211230,HOHSUI CORPORATION,First Section (Domestic),Standard Market,6050,Wholesale Trade,13,COMMERCIAL & WHOLESALE TRADE ,7,TOPIX Small 2,20211230.0,856.0,8379000.0,7172424000.0,False
1356,20211230,TOPIX Bear -2x ETF,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,1022.5,5000000.0,5112500000.0,False
1357,20211230,NEXT FUNDS Nikkei 225 Double Inverse Index ETF,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,385.0,405520000.0,156125200000.0,False
1358,20211230,Listed Index Fund Nikkei Leveraged Index,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,29075.0,149767.0,4354475525.0,False
1360,20211230,Nikkei225 Bear -2x ETF,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,940.7,39320000.0,36988324000.0,False
1364,20211230,iShares JPX-Nikkei 400 ETF,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,18480.0,14922892.0,275775044160.0,False
1365,20211230,Daiwa ETF Japan Nikkei225 Leveraged Index,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,24230.0,365722.0,8861444060.0,False
1366,20211230,Daiwa ETF Japan Nikkei225 Double Inverse Index,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,1006.0,10492727.0,10555683362.0,False
1367,20211230,Daiwa ETF Japan TOPIX Leveraged (2x) Index,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,19545.0,116031.0,2267825895.0,False
1368,20211230,Daiwa ETF Japan TOPIX Double Inverse (-2x) Index,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,1478.0,950575.0,1404949850.0,False
1369,20211230,One ETF Nikkei225,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,28970.0,13106598.0,379698144060.0,False
1375,20211230,"YUKIGUNI MAITAKE CO.,LTD.",First Section (Domestic),Prime Market,50,"Fishery, Agriculture and Forestry",1,FOODS ,6,TOPIX Small 1,20211230.0,1196.0,39910700.0,47733197200.0,True
1376,20211230,"KANEKO SEEDS CO.,LTD.",First Section (Domestic),Standard Market,50,"Fishery, Agriculture and Forestry",1,FOODS ,7,TOPIX Small 2,20211230.0,1504.0,11772626.0,17706029504.0,True
1377,20211230,SAKATA SEED CORPORATION,First Section (Domestic),Prime Market,50,"Fishery, Agriculture and Forestry",1,FOODS ,6,TOPIX Small 1,20211230.0,3285.0,47410750.0,155744313750.0,True
1379,20211230,HOKUTO CORPORATION,First Section (Domestic),Prime Market,50,"Fishery, Agriculture and Forestry",1,FOODS ,6,TOPIX Small 1,20211230.0,1908.0,33359040.0,63649048320.0,True
1380,20211230,"AKIKAWA FOODS & FARMS CO.,LTD.",JASDAQ(Standard / Domestic),Standard Market,50,"Fishery, Agriculture and Forestry",1,FOODS ,-,-,20211230.0,1074.0,4179000.0,4488246000.0,False
1381,20211230,"AXYZ CO.,Ltd.",JASDAQ(Standard / Domestic),Standard Market,50,"Fishery, Agriculture and Forestry",1,FOODS ,-,-,20211230.0,3240.0,5617500.0,18200700000.0,True
1382,20211230,"HOB Co.,Ltd.",JASDAQ(Standard / Domestic),Standard Market,50,"Fishery, Agriculture and Forestry",1,FOODS ,-,-,20211230.0,931.0,762000.0,709422000.0,False
1383,20211230,"Berg Earth co.,ltd.",JASDAQ(Standard / Domestic),Standard Market,50,"Fishery, Agriculture and Forestry",1,FOODS ,-,-,20211230.0,2700.0,1446900.0,3906630000.0,False
1384,20211230,"Hokuryo Co.,Ltd.",First Section (Domestic),Standard Market,50,"Fishery, Agriculture and Forestry",1,FOODS ,7,TOPIX Small 2,20211230.0,699.0,8459000.0,5912841000.0,False
1385,20211230,UBS ETF EURO STOXX 50 UCITS ETF-JDR,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,5618.0,109429.0,614772122.0,False
1386,20211230,UBS ETF MSCI Europe UCITS ETF-JDR,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,10265.0,45519.0,467252535.0,False
1387,20211230,UBS ETF MSCI EMU UCITS ETF-JDR,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,20030.0,8176.0,163765280.0,False
1388,20211230,UBS ETF MSCI EMU Small Cap UCITS ETF-JDR,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,17300.0,2242.0,38786600.0,False
1389,20211230,UBS ETF FTSE 100 UCITS ETF-JDR,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,10645.0,27500.0,292737500.0,False
1390,20211230,UBS ETF MSCI Pacific (ex Japan) UCITS ETF-JDR,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,5419.0,38500.0,208631500.0,False
1391,20211230,UBS ETF MSCI Switzerland 20/35 UCITS ETF-JDR,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,3165.0,77399.0,244967835.0,False
1392,20211230,UBS ETF MSCI United Kingdom UCITS ETF-JDR,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,2889.0,46870.0,135407430.0,False
1393,20211230,UBS ETF MSCI USA UCITS ETF-JDR,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,54510.0,9300.0,506943000.0,False
1394,20211230,UBS ETF MSCI World UCITS ETF-JDR,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,37870.0,3800.0,143906000.0,False
1397,20211230,SMDAM NIKKEI225 ETF,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,29100.0,3076410.0,89523531000.0,False
1398,20211230,SMDAM REIT Index ETF,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,2120.0,54357814.0,115238565680.0,False
1399,20211230,Listed Index Fund MSCI Japan Equity High Dividend Low Volatility,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,1543.0,1360852.0,2099794636.0,False
1400,20211230,"RUDEN HOLDINGS CO.,Ltd.",JASDAQ(Growth/Domestic),Growth Market,2050,Construction,3,CONSTRUCTION & MATERIALS ,-,-,20211230.0,192.0,13008600.0,2497651200.0,False
1401,20211230,"mbs,inc.",Mothers (Domestic),Growth Market,2050,Construction,3,CONSTRUCTION & MATERIALS ,-,-,20211230.0,473.0,7732000.0,3657236000.0,False
1407,20211230,West Holdings Corporation,JASDAQ(Standard / Domestic),Standard Market,2050,Construction,3,CONSTRUCTION & MATERIALS ,-,-,20211230.0,5730.0,46027488.0,263737506240.0,True
1408,20000101,"ITbook Co.,LTD.",Mothers (Domestic),,-,-,-,-,-,-,,,,,False
1413,20211230,"Hinokiya Group Co.,Ltd.",First Section (Domestic),Prime Market,2050,Construction,3,CONSTRUCTION & MATERIALS ,7,TOPIX Small 2,20211230.0,2193.0,13575000.0,29769975000.0,True
1414,20211230,"SHO-BOND Holdings Co.,Ltd.",First Section (Domestic),Prime Market,2050,Construction,3,CONSTRUCTION & MATERIALS ,4,TOPIX Mid400,20211230.0,5170.0,56745180.0,293372580600.0,True
1417,20211230,MIRAIT Holdings Corporation,First Section (Domestic),Prime Market,2050,Construction,3,CONSTRUCTION & MATERIALS ,4,TOPIX Mid400,20211230.0,1897.0,108325329.0,205493149113.0,True
1418,20211230,"INTERLIFE HOLDINGS CO.,LTD.",JASDAQ(Standard / Domestic),Standard Market,2050,Construction,3,CONSTRUCTION & MATERIALS ,-,-,20211230.0,166.0,20010529.0,3321747814.0,False
1419,20211230,"Tama Home Co.,Ltd.",First Section (Domestic),Prime Market,2050,Construction,3,CONSTRUCTION & MATERIALS ,6,TOPIX Small 1,20211230.0,2311.0,29455800.0,68072353800.0,True
1420,20211230,Sanyo Homes Corporation,First Section (Domestic),Standard Market,2050,Construction,3,CONSTRUCTION & MATERIALS ,7,TOPIX Small 2,20211230.0,735.0,12620000.0,9275700000.0,False
1429,20211230,"Nippon Aqua Co.,Ltd.",First Section (Domestic),Prime Market,2050,Construction,3,CONSTRUCTION & MATERIALS ,7,TOPIX Small 2,20211230.0,687.0,34760000.0,23880120000.0,True
1430,20211230,First-corporation Inc.,First Section (Domestic),Prime Market,2050,Construction,3,CONSTRUCTION & MATERIALS ,7,TOPIX Small 2,20211230.0,741.0,13363540.0,9902383140.0,False
1431,20211230,"Lib Work Co.,Ltd.",Mothers (Domestic),Growth Market,2050,Construction,3,CONSTRUCTION & MATERIALS ,-,-,20211230.0,867.0,23292040.0,20194198680.0,True
1433,20211230,"BESTERRA CO.,LTD",First Section (Domestic),Prime Market,2050,Construction,3,CONSTRUCTION & MATERIALS ,7,TOPIX Small 2,20211230.0,1321.0,8732600.0,11535764600.0,False
1434,20211230,"JESCO Holdings,Inc.",Second Section(Domestic),Standard Market,2050,Construction,3,CONSTRUCTION & MATERIALS ,-,-,20211230.0,499.0,6657000.0,3321843000.0,False
1435,20211230,"Robot Home,Inc.",First Section (Domestic),Prime Market,2050,Construction,3,CONSTRUCTION & MATERIALS ,7,TOPIX Small 2,20211230.0,232.0,91127000.0,21141464000.0,True
1436,20211230,Fit Corporation,Mothers (Domestic),Growth Market,2050,Construction,3,CONSTRUCTION & MATERIALS ,-,-,20211230.0,955.0,4283000.0,4090265000.0,False
1439,20211230,YASUE CORPORATION,JASDAQ(Standard / Domestic),Standard Market,2050,Construction,3,CONSTRUCTION & MATERIALS ,-,-,20211230.0,974.0,1324100.0,1289673400.0,False
1443,20211230,"Giken Holdings Co.,Ltd.",Second Section(Domestic),Standard Market,2050,Construction,3,CONSTRUCTION & MATERIALS ,-,-,20211230.0,207.0,16237977.0,3361261239.0,False
1446,20211230,"CANDEAL Co.,Ltd.",First Section (Domestic),Standard Market,2050,Construction,3,CONSTRUCTION & MATERIALS ,7,TOPIX Small 2,20211230.0,506.0,10734200.0,5431505200.0,False
1447,20211230,"ITbook Holdings Co.,LTD.",Mothers (Domestic),Growth Market,2050,Construction,3,CONSTRUCTION & MATERIALS ,-,-,20211230.0,394.0,21585001.0,8504490394.0,False
1448,20211230,"SPACE VALUE HOLDINGS CO.,LTD.",First Section (Domestic),Prime Market,2050,Construction,3,CONSTRUCTION & MATERIALS ,7,TOPIX Small 2,20211230.0,1147.0,35556584.0,40783401848.0,False
1450,20211230,TANAKEN,JASDAQ(Standard / Domestic),Standard Market,2050,Construction,3,CONSTRUCTION & MATERIALS ,-,-,20211230.0,2031.0,4349800.0,8834443800.0,False
1451,20211230,KHC Ltd.,Second Section(Domestic),Standard Market,2050,Construction,3,CONSTRUCTION & MATERIALS ,-,-,20211230.0,604.0,3965350.0,2395071400.0,False
1456,20211230,Daiwa ETF Japan Nikkei225 Inverse Index,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,4225.0,1156340.0,4885536500.0,False
1457,20211230,Daiwa ETF Japan TOPIX Inverse (-1x) Index,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,5040.0,1256908.0,6334816320.0,False
1458,20211230,Rakuten ETF - Nikkei 225 Leveraged Index,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,18365.0,1161600.0,21332784000.0,False
1459,20211230,Rakuten ETF - Nikkei 225 Double Inverse Index,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,1540.0,16359800.0,25194092000.0,False
1464,20211230,Daiwa ETF Japan JPX-Nikkei 400 Leveraged (2x) Index,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,15570.0,60000.0,934200000.0,False
1465,20211230,Daiwa ETF Japan JPX-Nikkei 400 Inverse (-1x) Index,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,4890.0,352000.0,1721280000.0,False
1466,20211230,Daiwa ETF Japan JPX-Nikkei 400 Double Inverse (-2x) Index,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,1899.0,100200.0,190279800.0,False
1467,20211230,JPX-Nikkei 400 Bull 2x Leveraged ETF,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,14805.0,20000.0,296100000.0,False
1468,20211230,JPX-Nikkei 400 Bear -1x Inverse ETF,ETFs/ ETNs,,-,-,-,-,-,-,20211229.0,4637.0,12000.0,55644000.0,False
1469,20211230,JPX-Nikkei 400 Bear -2x Double Inverse ETF,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,1895.0,218000.0,413110000.0,False
1471,20211230,NEXT FUNDS JPX-Nikkei 400 Inverse Index Exchange Traded Fund,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,3175.0,510000.0,1619250000.0,False
1472,20211230,NEXT FUNDS JPX-Nikkei 400 Double Inverse Index Exchange Traded Fund,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,766.0,260000.0,199160000.0,False
1473,20211230,One ETF TOPIX,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,2043.0,203182555.0,415101959865.0,False
1474,20211230,One ETF JPX-Nikkei 400,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,18365.0,10953629.0,201163396585.0,False
1475,20211230,iShares Core TOPIX ETF,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,2045.0,364337809.0,745070819405.0,False
1476,20211230,iShares Core Japan REIT ETF,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,2130.0,149737487.0,318940847310.0,False
1477,20211230,iShares MSCI Japan Minimum Volatility (ex-REITs) ETF,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,1900.0,4679198.0,8890476200.0,False
1478,20211230,iShares MSCI Japan High Dividend ETF,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,2186.0,25280837.0,55263909682.0,False
1479,20211230,Daiwa ETF MSCI Japan Human and Physical Investment Index,ETFs/ ETNs,,-,-,-,-,-,-,20211228.0,25430.0,2024612.0,51485883160.0,False
1480,20211230,NEXT FUNDS Nomura Enterprise Value Allocation Index Exchange Traded Fund,ETFs/ ETNs,,-,-,-,-,-,-,20211229.0,20340.0,369410.0,7513799400.0,False
1481,20211230,Listed Index Fund Japanese Economy Contributor Stocks,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,2039.0,1537919.0,3135816841.0,False
1482,20211230,iShares Core 7-10 Year US Treasury Bond JPY Hedged ETF,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,2338.0,25441258.0,59481661204.0,False
1483,20211230,iShares JPX/S&P CAPEX & Human Capital ETF,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,2047.0,5784633.0,11841143751.0,False
1484,20211230,One ETF JPX/S&P CAPEX & Human Capital Index,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,2022.0,26239666.0,53056604652.0,False
1485,20211230,MAXIS JAPAN Proactive Investment in Physical and Human Capital 200 Index ETF,ETFs/ ETNs,,-,-,-,-,-,-,20211221.0,30060.0,143904.0,4325754240.0,False
1486,20211230,Listed Index Fund US Bond (No Currency Hedge),ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,22260.0,1068900.0,23793714000.0,False
1487,20211230,Listed Index Fund US Bond (Currency Hedge),ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,18235.0,2528962.0,46115622070.0,False
1488,20211230,Daiwa ETF Tokyo Stock Exchange REIT Index,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,2131.0,88784770.0,189200344870.0,False
1489,20211230,NEXT FUNDS Nikkei 225 High Dividend Yield Stock 50 Index Exchange Traded Fund,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,36880.0,877374.0,32357553120.0,False
1490,20211230,Listed Index Fund MSCI Japan Equity High Dividend Low Volatility (Beta Hedged),ETFs/ ETNs,,-,-,-,-,-,-,20211220.0,7400.0,563975.0,4173415000.0,False
1491,20211230,"Chugai Mining Co.,Ltd.",Second Section(Domestic),Standard Market,3500,Nonferrous Metals,7,STEEL & NONFERROUS METALS ,-,-,20211230.0,29.0,289747982.0,8402691478.0,False
1492,20211230,MAXIS JPX-Nikkei Mid and Small Cap Index ETF,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,16885.0,294165.0,4966976025.0,False
1493,20211230,One ETF JPX-Nikkei Mid Small,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,16530.0,230944.0,3817504320.0,False
1494,20211230,One ETF High Dividend Japan Equity,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,18715.0,883705.0,16538539075.0,False
1495,20211230,Listed Index Fund Asian REIT,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,10525.0,326000.0,3431150000.0,False
1496,20211230,iShares USD Investment Grade Corporate Bond JPY Hedged ETF,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,2570.0,10846988.0,27876759160.0,False
1497,20211230,iShares USD High Yield Corporate Bond JPY Hedged ETF,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,2370.0,5113778.0,12119653860.0,False
1498,20211230,One ETF ESG,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,15570.0,869737.0,13541805090.0,False
1499,20211230,MAXIS Japan Equity High Dividend 70 Market Neutral ETF,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,8335.0,720000.0,6001200000.0,False
1514,20211230,"Sumiseki Holdings,Inc.",First Section (Domestic),Standard Market,1050,Mining,2,ENERGY RESOURCES ,7,TOPIX Small 2,20211230.0,140.0,58892853.0,8244999420.0,False
1515,20211230,"Nittetsu Mining Co.,Ltd.",First Section (Domestic),Prime Market,1050,Mining,2,ENERGY RESOURCES ,7,TOPIX Small 2,20211230.0,6590.0,8352319.0,55041782210.0,True
1518,20211230,"MITSUI MATSUSHIMA HOLDINGS CO.,LTD.",First Section (Domestic),Prime Market,1050,Mining,2,ENERGY RESOURCES ,7,TOPIX Small 2,20211230.0,1891.0,13064400.0,24704780400.0,True
1540,20211230,Japan Physical Gold ETF,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,6345.0,23997803.0,152266060035.0,False
1541,20211230,Japan Physical Platinum ETF,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,3340.0,4137647.0,13819740980.0,False
1542,20211230,Japan Physical Silver ETF,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,7862.0,950200.0,7470472400.0,False
1543,20211230,Japan Physical Palladium ETF,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,65640.0,26647.0,1749109080.0,False
1545,20211230,NEXT FUNDS NASDAQ-100 Exchange Traded Fund,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,19205.0,2675000.0,51373375000.0,False
1546,20211230,NEXT FUNDS Dow Jones Industrial Average Exchange Traded Fund,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,40950.0,685100.0,28054845000.0,False
1547,20211230,Listed Index Fund US Equity (S&P500),ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,6016.0,7201000.0,43321216000.0,False
1550,20211230,MAXIS Global Equity (MSCI Kokusai) ETF,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,3826.0,3760100.0,14386142600.0,False
1551,20211230,JASDAQ-TOP20 ETF,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,5545.0,147981.0,820554645.0,False
1552,20211230,KOKUSAI S&P500 VIX SHORT-TERM FUTURES INDEX ETF,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,1742.0,12630099.0,22001632458.0,False
1554,20211230,Listed Index Fund World Equity (MSCI ACWI) ex Japan,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,3264.0,2134000.0,6965376000.0,False
1555,20211230,Listed Index Fund Australian REIT (S&P/ASX200 A-REIT),ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,1978.0,6900830.0,13649841740.0,False
1557,20211230,SPDR S&P500 ETF Trust,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,54920.0,950332116.0,52192239810720.0,False
1559,20211230,NEXT FUNDS Thai Stock SET50 Exchange Traded Fund,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,3050.0,200000.0,610000000.0,False
1560,20211230,NEXT FUNDS FTSE Bursa Malaysia KLCI Exchange Traded Fund,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,4115.0,120000.0,493800000.0,False
1563,20211230,TSE Mothers Core ETF,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,4050.0,226388.0,916871400.0,False
1566,20211230,Listed Index Fund Emerging Bond,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,43390.0,446225.0,19361702750.0,False
1568,20211230,TOPIX Bull 2x ETF,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,25150.0,610000.0,15341500000.0,False
1569,20211230,TOPIX Bear -1x ETF,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,2112.0,3516000.0,7425792000.0,False
1570,20211230,NEXT FUNDS Nikkei 225 Leveraged Index Exchange Traded Fund,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,15655.0,26980000.0,422371900000.0,False
1571,20211230,NEXT FUNDS Nikkei 225 Inverse Index Exchange Traded Fund,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,981.0,28430000.0,27889830000.0,False
1572,20211230,China Bull 2x HSCEI ETF,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,6710.0,135000.0,905850000.0,False
1573,20211230,China Bear -1x HSCEI ETF,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,8780.0,67000.0,588260000.0,False
1575,20211230,ChinaAMC CSI 300 Index ETF-JDR,ETFs/ ETNs,,-,-,-,-,-,-,20211229.0,810.0,246000.0,199260000.0,False
1577,20211230,NEXT FUNDS Nomura Japan Equity High Dividend 70 ETF,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,22795.0,2947856.0,67196377520.0,False
1578,20211230,Listed Index Fund Nikkei 225 (Mini),ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,2317.0,4284180.0,9926445060.0,False
1579,20211230,Nikkei 225 Bull 2x ETF,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,16750.0,1830000.0,30652500000.0,False
1580,20211230,Nikkei 225 Bear -1x ETF,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,2615.0,3202000.0,8373230000.0,False
1584,20211230,Samsung KODEX Samsung Group Securities Exchange Traded Investment Trust [Share],ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,948.0,150800000.0,142958400000.0,False
1585,20211230,Daiwa ETF TOPIX Ex-Financials,ETFs/ ETNs,,-,-,-,-,-,-,20211220.0,1543.0,21987080.0,33926064440.0,False
1586,20211230,Listed Index Fund TOPIX Ex-Financials,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,1798.0,3829514.0,6885466172.0,False
1591,20211230,NEXT FUNDS JPX-Nikkei Index 400 Exchange Traded Fund,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,18090.0,66968898.0,1211467364820.0,False
1592,20211230,Listed Index Fund JPX-Nikkei Index 400,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,1661.0,187160120.0,310872959320.0,False
1593,20211230,MAXIS JPX-Nikkei Index 400 ETF,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,18700.0,33055609.0,618139888300.0,False
1595,20211230,NZAM ETF J-REIT Index,ETFs/ ETNs,,-,-,-,-,-,-,20211230.0,2110.0,90623639.0,191215878290.0,False
